Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
0	-2102.695	-2413.527	310.8311	0.0384921	0.0372644	0.0604367	0.022462	0.0181401	0.00338473	0.0474896	0.00135229	0.0156204	0.00131992	0.00725655	0.0130042	0.0225309	0.000709828	0.0068586	0.0012608	0.00172706	0.00617069	0.00312123	0.00534888	0.0177052	2.11459e-05	0.0039027	0.00251896	0.00709819	0.0088121	0.00594109	0.0126398	0.018808	0.053876	0.0309418	0.0101662	0.00594117	0.0058224	0.00843357	0.00597666	0.00299895	0.00647482	0.000682097	0.00913747	0.019833	0.00339064	0.00458621	0.0159833	0.0112927	0.0202252	0.0270843	0.045264	0.0159306	0.0030942	6.45339e-05	0.00362921	0.00014027	0.00730256	0.0191776	0.023902	0.000139918	0.00989956	0.00249725	0.0244818	0.0396619	0.00598695	0.00302078	0.00025139	0.00689578	0.00219338	0.0171856	0.000513067	0.00112299	0.00196825	9.73403e-09	0.00690926	0.0176929	0.00150102	0.0028639	0.000263176	0.00341258	0.00710602	0.0344106	0.00922009	0.00672934	0.000298262	0.00113498	0.00528581	0.00698716	0.00984418	0.00936759	0.030659	0.0205097	0.0220954	0.0264095	0.00187946	0.0147044	0.000233946	0.00329617	0.0150914	0.00756777	0.0131629	0.00310402	0.00230957	0.000225207	0.0142359	0.0190344	0.00557088	0.00163179	0.00258417	0.00717604	0.00710985	0.0174145	0.00387761	0.0072118	0.00656114	0.000767213	0.00322195	0.000337255	0.0103316	0.00165764	0.0086334	0.00397587	0.00564025	0.00903854	0.0228549	0.00352835	0.0499984	0.0244809	0.0205032	0.0292237	0.00537761	0.00905436	0.0148007	0.00697945	0.00115299	0.00917423	0.0066118	0.00291682	0.0101533	0.00456271	0.00552023	0.0230389	0.00861331	0.00466928	0.0164496	0.00651502	0.0104832	0.00531708	0.00449243	0.00464065	0.0120891	0.0177379	0.00234327	0.013039	0.00136948	0.0304678	0.0049879	0.00672808	0.103651	0.331049	0.708297	1.41184	3.0207	9.64776	1.638999	0.0227935	0.0220665	0.0357882	0.0133011	0.0107418	0.00200431	0.0281215	0.000800774	0.00924979	0.000781605	0.00429704	0.00770056	0.0133419	0.000420332	0.0040614	0.000746597	0.0010227	0.00365404	0.00184827	0.00316739	0.0104843	1.25218e-05	0.00231102	0.00149163	0.00420327	0.00521818	0.00351808	0.00748477	0.0111373	0.0319033	0.0183225	0.00602002	0.00351813	0.0034478	0.00499403	0.00353915	0.00177586	0.00383413	0.000403911	0.00541085	0.0117443	0.0020078	0.00271577	0.00946466	0.00668707	0.0119766	0.0160383	0.0268036	0.00943347	0.00183226	3.82144e-05	0.00214907	8.30624e-05	0.00432429	0.0113562	0.0141538	8.28539e-05	0.00586213	0.00147878	0.0144971	0.0234862	0.00354524	0.00178879	0.000148864	0.00408341	0.00129883	0.0101766	0.000303818	0.000664989	0.00116552	5.76411e-09	0.00409139	0.0104771	0.000888848	0.00169589	0.000155843	0.0020208	0.00420791	0.0203766	0.00545977	0.00398485	0.000176619	0.00067209	0.00313005	0.00413752	0.00582933	0.00554712	0.0181551	0.012145	0.013084	0.0156387	0.00111294	0.00870736	0.000138533	0.00195186	0.00893653	0.00448133	0.00779453	0.00183808	0.00136764	0.000133359	0.00842991	0.0112714	0.00329886	0.000966285	0.00153024	0.00424937	0.00421017	0.0103122	0.00229617	0.00427054	0.00388525	0.000454313	0.00190791	0.000199709	0.00611794	0.000981587	0.00511236	0.00235436	0.00333994	0.00535227	0.0135337	0.00208935	0.0296071	0.0144966	0.0121412	0.0173051	0.00318441	0.00536163	0.00876437	0.00413296	0.000682754	0.00543262	0.00391525	0.00172723	0.00601241	0.00270186	0.00326886	0.0136427	0.00510046	0.00276497	0.0097408	0.00385794	0.00620775	0.00314857	0.00266024	0.00274801	0.0071587	0.0105037	0.00138759	0.0077212	0.000810954	0.0180419	0.00295364	0.00398411	0.656147	0.343853	0.6561467	1.688731
36	-2110.845	-2419.223	308.3781	0.0188242	0.0906472	0.093873	0.0503422	0.0430849	0.0209542	0.0626109	0.0112804	0.0430693	0.00160752	0.00238477	0.0392482	0.09017	0.00755794	0.0253523	0.00153985	0.00575187	0.0096429	0.0164713	0.0176189	0.0385998	0.0140086	0.0198995	0.0162073	0.00918519	0.0124693	0.0137162	0.020603	0.00435803	0.0867483	0.0743959	0.0193695	0.000645069	0.0113537	0.00347364	0.0109036	0.0119946	0.0318542	0.00240455	0.016191	0.0217862	0.00396748	0.00333197	0.0238374	0.0271258	0.078934	0.0406221	0.110723	0.0535891	0.00679905	0.00130784	0.00523365	0.0044973	0.00994836	0.00722021	0.00539225	0.00174999	0.0203529	0.00372594	0.0205158	0.0417071	0.0492286	0.00187138	0.0146719	0.0274666	0.00574544	0.0225535	0.00523827	0.00174743	0.00380306	5.89287e-08	0.00133191	0.0131454	0.00119597	0.00833076	0.000109466	0.00451302	0.000420715	0.068764	0.00446151	0.0143153	0.00100144	0.00793241	0.00298588	0.00699604	0.0120557	0.0380593	0.0122124	0.0469486	0.0426798	0.0587884	0.000890325	0.0362457	0.0353798	0.0354577	0.00996619	0.0372308	0.033451	0.0031306	0.0087887	0.000355344	0.0150046	0.00924488	0.00943406	0.00308424	0.0115705	0.0173337	0.0106719	0.0140753	0.0145855	0.00419035	0.0225783	0.0015142	0.0066166	0.015908	0.0223618	0.00911346	0.00355578	0.003022	0.0312631	0.0587033	0.0177325	0.0111489	0.0906252	0.0729638	0.0236297	0.0564662	0.00909941	0.00283775	0.00569855	0.00847487	8.60509e-05	0.0124423	0.0418866	0.00114907	0.0101516	0.0125851	0.017291	0.0370064	0.00948355	0.00975122	0.0193303	0.0276174	0.0451773	0.0371341	0.025607	0.00414407	0.0175714	0.0334103	0.00411673	0.0312206	0.0338506	0.0311506	0.00470282	0.00736142	0.118685	0.353656	0.723046	1.38304	2.82761	8.42564	1.541062	0.00570606	0.0274773	0.0284551	0.0152599	0.01306	0.00635171	0.0189788	0.00341937	0.0130553	0.000487276	0.000722878	0.011897	0.0273326	0.00229099	0.00768486	0.000466765	0.00174353	0.00292299	0.00499282	0.00534069	0.0117005	0.00424634	0.00603201	0.00491281	0.00278425	0.00377973	0.00415771	0.00624526	0.00132102	0.0262954	0.0225511	0.00587135	0.000195535	0.00344158	0.00105294	0.00330513	0.00363584	0.00965577	0.000728876	0.00490786	0.0066039	0.00120263	0.00101	0.00722568	0.00822247	0.0239267	0.0123135	0.0335629	0.0162441	0.00206095	0.000396437	0.00158644	0.00136324	0.00301558	0.00218862	0.00163452	0.000530464	0.00616944	0.00112942	0.00621881	0.0126424	0.0149223	0.000567258	0.00444739	0.00832576	0.00174158	0.00683649	0.00158784	0.000529688	0.0011528	1.78627e-08	0.000403733	0.00398467	0.000362526	0.00252525	3.31817e-05	0.001368	0.000127529	0.020844	0.00135239	0.00433931	0.000303559	0.0024045	0.000905091	0.00212066	0.00365436	0.0115367	0.00370186	0.0142312	0.0129373	0.0178201	0.000269878	0.0109869	0.0107245	0.0107481	0.00302099	0.0112855	0.0101398	0.000948958	0.00266406	0.000107713	0.00454824	0.00280234	0.00285969	0.000934905	0.0035073	0.00525424	0.00323489	0.00426654	0.00442121	0.00127019	0.00684401	0.000458989	0.00200565	0.00482209	0.0067784	0.0027625	0.00107784	0.000916038	0.00947658	0.0177943	0.00537515	0.00337949	0.0274706	0.022117	0.00716272	0.0171162	0.00275824	0.000860188	0.00172736	0.00256893	2.6084e-05	0.00377155	0.0126968	0.000348309	0.00307717	0.00381485	0.00524129	0.0112175	0.00287469	0.00295582	0.00585946	0.00837148	0.0136943	0.0112562	0.00776209	0.00125616	0.0053263	0.0101274	0.00124788	0.00946369	0.0102609	0.00944247	0.00142553	0.00223142	0.658942	0.341058	0.6589423	3.298987
72	-2110.219	-2420.152	309.9333	0.0231875	0.0624213	0.099467	0.0297875	0.0113439	0.00619655	0.0503784	0.0121669	0.0275581	0.0019782	0.00354077	0.0163889	0.0359282	0.00789143	0.0448386	0.00688776	0.00782223	0.0089578	0.00165895	0.00886333	0.00837069	0.00632873	0.00679818	0.00406814	0.0118631	0.0115663	0.0183531	0.0163886	0.026657	0.0465534	0.0147949	0.0311601	8.71162e-05	0.00176901	0.00609922	0.00525136	0.0143138	0.0147603	0.000323535	0.00408571	0.0114056	0.00106989	0.000460554	0.011083	0.00515998	0.0430171	0.0603151	0.0497732	0.0749273	0.0190712	0.00138076	0.00895007	0.0102014	0.00123871	0.010543	0.0282131	0.00144024	0.0266019	0.00169952	0.0230012	0.0327209	0.0478173	0.0060641	0.0171863	0.0146165	0.00396955	0.0269434	0.000834315	0.000883806	0.00486325	8.9442e-06	0.00415997	0.00439217	0.00550165	0.00178515	0.000336436	0.00982166	0.00615912	0.05819	0.00873987	0.0314472	0.00358659	0.00339454	0.0145001	0.00957669	0.00740027	0.0440981	0.00648512	0.0219852	0.0520081	0.0289743	7.33105e-05	0.0303555	0.0169891	0.00838732	0.00884388	0.0208847	0.0127717	0.0129748	0.0168889	0.000188346	0.0105713	0.0150518	0.00904209	0.00296208	0.0175661	0.0153564	0.00451327	0.0026962	0.022634	0.00062345	0.0053316	0.00348	0.0171492	0.00132041	0.0230576	0.00286388	0.00492702	0.00450514	0.017451	0.0124735	0.0133805	0.00422716	0.0260528	0.0374749	0.00570751	0.0236069	0.00753041	0.00495919	0.00023028	0.00499376	0.00121163	0.00612013	0.016363	0.000824427	0.00429547	0.0241652	0.00922777	0.0356218	0.0093	0.00579927	0.0137041	0.00620383	0.00994744	0.0231673	0.011695	0.00700341	0.0298949	0.0249649	0.00186282	0.033455	0.00921815	0.0385315	0.0114573	0.0186571	0.128196	0.367204	0.731576	1.36691	2.72328	7.80056	1.485325	0.00971145	0.0261434	0.041659	0.0124757	0.00475109	0.00259525	0.0210996	0.00509576	0.0115419	0.000828515	0.00148295	0.00686406	0.0150475	0.00330511	0.0187794	0.00288475	0.00327613	0.00375173	0.000694804	0.00371216	0.00350583	0.00265061	0.00284723	0.00170383	0.00496851	0.00484424	0.00768669	0.00686393	0.0111645	0.0194976	0.00619645	0.0130505	3.64862e-05	0.000740901	0.00255449	0.00219939	0.00599493	0.00618196	0.000135503	0.00171119	0.00477691	0.000448093	0.00019289	0.00464183	0.00216112	0.0180165	0.0252613	0.0208461	0.0313812	0.00798743	0.000578295	0.00374849	0.00427259	0.0005188	0.00441563	0.0118163	0.000603203	0.0111415	0.000711798	0.0096334	0.0137042	0.0200269	0.00253978	0.007198	0.00612173	0.00166254	0.0112845	0.00034943	0.000370158	0.00203684	3.74603e-06	0.00174229	0.00183954	0.00230421	0.000747659	0.000140907	0.00411353	0.00257958	0.0243713	0.00366045	0.0131708	0.00150214	0.00142171	0.00607295	0.00401093	0.0030994	0.0184693	0.00271611	0.0092079	0.0217822	0.0121351	3.07041e-05	0.0127136	0.00711541	0.0035128	0.00370401	0.00874698	0.00534905	0.00543412	0.00707345	7.88835e-05	0.00442751	0.00630402	0.00378703	0.00124059	0.00735707	0.00643158	0.00189026	0.00112923	0.00947961	0.000261115	0.00223299	0.0014575	0.00718246	0.000553016	0.00965705	0.00119946	0.00206355	0.00188685	0.00730887	0.00522419	0.00560407	0.00177043	0.0109115	0.0156953	0.00239043	0.00988709	0.0031539	0.00207702	9.64464e-05	0.0020915	0.000507459	0.00256325	0.00685318	0.000345288	0.00179904	0.0101209	0.0038648	0.0149192	0.00389505	0.00242886	0.00573959	0.0025983	0.00416621	0.00970299	0.00489812	0.00293319	0.0125207	0.0104558	0.000780191	0.0140117	0.00386077	0.0161379	0.00479858	0.00781402	0.779666	0.220334	0.7796662	2.387647
108	-2105.977	-2415.875	309.8981	0.0440617	0.0599374	0.10034	0.0327913	0.0256591	0.0171343	0.0387113	0.00128822	0.0160373	0.00151946	0.00248838	0.0129285	0.0411832	0.0093941	0.0265011	0.0117054	0.00224548	0.00520412	0.00544788	0.0048597	0.0175331	0.00486112	0.00967887	0.0130449	0.00333241	0.00496393	0.0201344	0.0200102	0.0652496	0.0505415	0.0349015	0.0125574	0.000133568	0.0177318	0.00347015	0.00797804	0.00616489	0.00679696	0.00026447	0.00843874	0.0146006	0.00300688	0.000561408	0.012308	0.000211179	0.0396197	0.0438387	0.0930708	0.0410415	0.00632653	0.00912557	0.00542366	0.00667428	0.0117982	0.00658142	0.0113559	0.000299561	0.00105961	0.00454832	0.0407705	0.0267079	0.00912529	0.00407456	0.00787998	0.0103282	0.00162339	0.0169288	0.000339472	0.000932852	0.00106244	2.67368e-07	0.00271358	0.00711985	0.00179677	0.00995523	0.000713023	0.00671511	0.0214475	0.0584592	0.00798215	0.0212091	0.00506294	0.00327771	0.00853489	0.000175869	0.0100887	0.0265811	0.0158658	0.00351471	0.0156887	0.0338885	0.00445369	0.0137162	0.00291126	0.00708196	0.0198795	0.00749546	0.0211414	0.00389957	0.00581325	0.00348389	0.0122448	0.0263623	0.0034285	0.00180577	0.0131592	0.00533575	0.00162	0.00687992	0.0050799	0.0021836	0.019889	0.00215465	0.014359	0.016913	0.0240034	0.00219975	0.010532	0.0172784	0.0454117	0.0076954	0.00627549	0.0087973	0.0294816	0.0168137	0.00163962	0.0267014	0.00396438	0.00244186	0.0058324	0.00984337	0.000303794	0.0350523	0.0250932	0.00325787	0.0348853	0.0235042	0.0197295	0.00662014	0.0190695	0.00256123	0.00828546	0.0152096	0.0178976	0.0137771	0.00859126	0.0132777	0.0335514	0.0130525	0.0043835	0.00827473	0.0181752	0.029719	0.0285745	0.0153595	0.100396	0.325938	0.704867	1.41871	3.06807	9.96053	1.662068	0.0191768	0.0260864	0.0436706	0.0142717	0.0111675	0.00745732	0.0168482	0.000560671	0.00697987	0.000661312	0.00108301	0.00562682	0.017924	0.00408857	0.011534	0.00509452	0.000977293	0.00226498	0.00237107	0.00211507	0.00763088	0.00211569	0.00421251	0.00567751	0.00145036	0.00216044	0.00876302	0.00870897	0.0283984	0.021997	0.0151901	0.00546533	5.81324e-05	0.00771735	0.0015103	0.00347226	0.00268313	0.00295822	0.000115105	0.00367277	0.00635457	0.00130868	0.00024434	0.00535677	9.19107e-05	0.0172436	0.0190798	0.0405069	0.0178624	0.00275348	0.00397169	0.00236053	0.00290483	0.00513488	0.00286441	0.0049424	0.000130377	0.000461172	0.00197955	0.0177444	0.011624	0.00397157	0.00177336	0.00342958	0.00449511	0.000706543	0.00736788	0.000147748	0.000406003	0.000462401	1.16366e-07	0.00118102	0.00309875	0.000782005	0.00433279	0.000310327	0.0029226	0.00933456	0.025443	0.00347405	0.00923077	0.00220353	0.00142655	0.00371461	7.65428e-05	0.00439089	0.0115688	0.00690521	0.0015297	0.00682813	0.0147492	0.00193837	0.00596966	0.00126706	0.00308226	0.00865208	0.00326223	0.00920133	0.0016972	0.00253008	0.00151628	0.00532929	0.0114736	0.00149218	0.000785922	0.00572723	0.00232226	0.000705067	0.00299433	0.00221091	0.000950362	0.00865625	0.000937762	0.00624942	0.007361	0.0104469	0.000957392	0.00458383	0.00752001	0.0197644	0.00334925	0.00273127	0.00382882	0.0128312	0.0073178	0.000713607	0.0116212	0.0017254	0.00106277	0.00253842	0.0042841	0.00013222	0.0152557	0.0109213	0.00141791	0.015183	0.0102297	0.0085868	0.00288126	0.00829956	0.00111472	0.00360606	0.00661962	0.00778954	0.00599617	0.00373915	0.0057788	0.0146025	0.00568078	0.00190782	0.00360139	0.00791033	0.0129345	0.0124364	0.00668486	0.641984	0.358016	0.6419843	2.29765
144	-2107.844	-2417.802	309.9572	0.0445489	0.0343352	0.112273	0.0169378	0.0233306	0.0227666	0.0419727	0.000121341	0.0183772	0.00249902	0.0113372	0.0121934	0.0322001	0.00244251	0.0142895	0.0139931	0.0106866	0.00576398	0.0027511	0.0207497	0.016764	0.00050844	0.0085937	0.0215012	0.00170971	0.00219948	0.0176908	0.014354	0.0280909	0.03322	0.0392097	0.0233971	0.000186883	0.00380832	0.00684084	0.00210093	0.0174984	0.0110458	0.000950498	0.0105892	0.0161547	0.00214478	0.00267635	0.0193454	0.00197251	0.0476608	0.0149305	0.0380133	0.0307368	0.013449	0.00444744	0.00408384	0.00701767	0.0193195	0.00568599	0.0112765	0.00116525	0.00398465	0.00612235	0.0181217	0.0355628	0.0105807	0.0053315	0.016258	0.0279682	0.00618479	0.00910134	0.00403815	0.000161578	0.00247918	1.14758e-06	0.00610745	0.0162318	0.00550563	0.00396801	0.00033731	0.0118848	0.00753209	0.0380733	0.0162417	0.0185337	0.00171036	0.00634691	0.00931974	0.000612327	0.0149424	0.0351606	0.0201839	0.0118339	0.0353872	0.0272182	0.00114605	0.0141422	0.0179947	0.000816023	0.00676614	0.00768244	0.0115366	0.00794329	0.0105736	0.000910092	0.0472124	0.0113179	0.00771822	0.000492808	0.012523	0.00220342	0.0128556	0.00427901	0.00301467	0.00358481	0.00181621	0.000997564	0.00254199	0.0160669	0.0421146	0.0113435	0.0112666	0.00221428	0.0408024	0.0381804	0.00367277	0.00455588	0.0254868	0.0185616	0.00221077	0.0330731	0.00128738	0.00612168	0.0228417	0.00780648	0.0120345	0.0115821	0.00181953	0.016348	0.0387268	0.0112154	0.00533506	0.00826694	0.0176753	0.0160282	0.00217508	0.00499698	0.0247705	0.0379153	0.00471023	0.0153208	0.0224383	0.0229803	0.00552302	0.0121164	0.0130263	0.0350924	0.016252	0.0771722	0.106734	0.335816	0.711463	1.40555	2.97782	9.36905	1.617803	0.0194695	0.0150058	0.0490676	0.00740245	0.0101963	0.00994984	0.0183436	5.30307e-05	0.0080315	0.00109216	0.0049548	0.00532898	0.0140726	0.00106747	0.00624506	0.00611552	0.00467042	0.00251907	0.00120233	0.00906841	0.00732651	0.000222207	0.00375577	0.00939684	0.000747206	0.000961257	0.00773152	0.00627322	0.0122768	0.0145184	0.0171361	0.0102254	8.1675e-05	0.00166438	0.0029897	0.000918184	0.00764744	0.00482741	0.000415403	0.00462789	0.00706022	0.000937348	0.00116967	0.00845467	0.000862062	0.0208295	0.00652517	0.0166132	0.0134331	0.00587769	0.0019437	0.00178479	0.00306698	0.00844335	0.00248499	0.00492823	0.000509258	0.00174144	0.0026757	0.00791984	0.0155423	0.00462414	0.00233006	0.00710535	0.0122231	0.00270298	0.00397762	0.00176482	7.06157e-05	0.0010835	5.01537e-07	0.00266918	0.0070939	0.00240617	0.00173417	0.000147417	0.00519409	0.0032918	0.0166394	0.00709822	0.00809992	0.000747493	0.00277383	0.00407307	0.00026761	0.00653037	0.0153665	0.00882113	0.00517187	0.0154655	0.0118954	0.000500867	0.00618068	0.00786437	0.000356632	0.00295705	0.00335751	0.00504193	0.00347151	0.00462106	0.000397744	0.0206336	0.00494633	0.00337315	0.000215375	0.00547301	0.000962975	0.00561838	0.00187009	0.00131752	0.0015667	0.000793753	0.000435972	0.00111094	0.00702183	0.0184057	0.00495751	0.00492393	0.000967723	0.0178322	0.0166863	0.00160514	0.00199109	0.0111387	0.00811212	0.00096619	0.0144542	0.000562634	0.0026754	0.00998268	0.00341172	0.00525951	0.00506182	0.000795205	0.00714468	0.0169251	0.00490156	0.00233162	0.00361296	0.00772478	0.00700494	0.000950589	0.00218387	0.0108256	0.0165704	0.00205855	0.00669575	0.00980638	0.0100432	0.00241376	0.00529533	0.00569299	0.0153367	0.00710273	0.0337271	0.624339	0.375661	0.6243391	2.288134
