Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
0	-2117.602	-2425.953	308.3507	1.292171	0.575938	0.424062	3.461156
6	-2105.407	-2413.919	308.512	1.356928	0.665719	0.334281	3.328576
12	-2107.696	-2416.037	308.3401	1.192621	0.703349	0.296651	3.525406
18	-2104.81	-2414.758	309.9476	1.395097	0.703349	0.296651	2.435524
24	-2103.164	-2412.864	309.7004	1.613704	0.561435	0.438565	2.453472
30	-2110.154	-2418.914	308.76	1.431485	0.680641	0.319359	3.137781
36	-2104.544	-2413.145	308.6012	1.308427	0.709472	0.290528	3.304635
42	-2118.449	-2427.542	309.0926	1.245352	0.690061	0.309939	3.050474
48	-2122.598	-2431.92	309.3221	1.373591	0.541936	0.458064	2.834937
54	-2109.051	-2416.625	307.5741	1.402398	0.793601	0.206399	3.847211
60	-2116.458	-2425.374	308.9158	1.558878	0.614179	0.385821	2.968457
66	-2117.743	-2427.475	309.7321	1.372495	0.692707	0.307293	2.58418
72	-2118.191	-2426.956	308.7654	1.308331	0.755251	0.244749	3.207719
78	-2125.566	-2434.128	308.5623	1.200785	0.755171	0.244829	3.390755
84	-2114.351	-2423.492	309.1411	1.378727	0.71048	0.28952	2.941306
90	-2115.985	-2425.885	309.8996	1.618036	0.600709	0.399291	2.324766
96	-2109.798	-2420.208	310.4093	1.728258	0.557588	0.442412	1.918889
102	-2112.24	-2421.297	309.057	1.42204	0.722475	0.277525	2.965865
108	-2108.786	-2417.928	309.1415	1.337533	0.722475	0.277525	2.965865
114	-2118.992	-2427.807	308.8146	1.277377	0.697471	0.302529	3.196898
120	-2112.493	-2420.148	307.6546	1.292904	0.739014	0.260986	3.863854
126	-2105.788	-2415.924	310.1357	1.582693	0.739014	0.260986	2.195895
132	-2099.817	-2410.479	310.662	1.622575	0.655087	0.344913	1.818483
138	-2117.463	-2427.449	309.9858	1.650978	0.676509	0.323491	2.248512
144	-2129.737	-2440.098	310.3607	1.636204	0.63324	0.36676	2.013167
150	-2115.154	-2426.073	310.9188	1.765754	0.674827	0.325173	1.533161
156	-2108.604	-2419.403	310.7989	1.735474	0.652757	0.347243	1.642807
162	-2113.999	-2423.482	309.4828	1.398278	0.664973	0.335027	2.721901
168	-2119.951	-2429.217	309.2658	1.586535	0.649549	0.350451	2.739479
174	-2119.303	-2429.504	310.201	1.586691	0.608249	0.391751	2.150861
180	-2112.028	-2421.96	309.9322	1.561298	0.60014	0.39986	2.340112
186	-2108.86	-2417.669	308.8085	1.55317	0.661814	0.338186	3.036277
192	-2111.175	-2419.98	308.8044	1.467221	0.740924	0.259076	3.090077
198	-2106.333	-2416.466	310.1329	1.464027	0.744616	0.255384	2.274095
204	-2103.719	-2414.128	310.4087	1.543803	0.560108	0.439892	2.042687
210	-2105.651	-2415.63	309.9784	1.500841	0.629598	0.370402	2.349222
216	-2091.421	-2401.629	310.2075	1.685659	0.560643	0.439357	2.081855
222	-2087.781	-2397.437	309.6564	1.510597	0.631988	0.368012	2.545437
228	-2102.28	-2412.419	310.1386	1.426858	0.671785	0.328215	2.294237
234	-2104.155	-2414.631	310.4764	1.506083	0.610637	0.389363	2.022782
240	-2112.18	-2422.01	309.8293	1.579051	0.688653	0.311347	2.394116
246	-2107.727	-2417.126	309.3988	1.500987	0.565061	0.434939	2.710453
252	-2097.132	-2406.467	309.3349	1.56489	0.746033	0.253967	2.710453
258	-2097.753	-2408.11	310.3567	1.766934	0.652203	0.347797	1.928289
264	-2094.26	-2404.688	310.4278	1.686039	0.598703	0.401297	1.934903
270	-2113.278	-2423.739	310.4611	1.660117	0.684361	0.315639	1.929932
276	-2116.748	-2427.413	310.6654	1.724762	0.750068	0.249932	1.74513
282	-2117.825	-2428.39	310.5652	1.63838	0.624845	0.375155	1.874036
288	-2091.247	-2401.082	309.8357	1.533776	0.624845	0.375155	2.41868
294	-2104.387	-2415.186	310.7985	1.604477	0.698527	0.301473	1.73614
300	-2100.298	-2411.062	310.764	1.732339	0.767098	0.232902	1.670044
306	-2110.987	-2422.044	311.0563	1.825723	0.727507	0.272493	1.382819
312	-2118.909	-2430.176	311.2664	1.654031	0.632443	0.367557	1.352593
318	-2086.44	-2397.368	310.928	1.838841	0.663659	0.336341	1.471514
324	-2093.669	-2404.633	310.9645	1.834259	0.751194	0.248806	1.447195
330	-2094.556	-2405.667	311.1105	1.803886	0.751194	0.248806	1.35735
336	-2102.086	-2413.065	310.9795	1.934891	0.751194	0.248806	1.35735
342	-2115.383	-2426.636	311.2528	1.934891	0.65884	0.34116	1.128304
348	-2108.399	-2419.39	310.9915	1.693073	0.756289	0.243711	1.533137
354	-2128.876	-2436.893	308.0168	1.264933	0.643748	0.356252	3.671198
360	-2105.848	-2416.107	310.2584	1.565288	0.6683	0.3317	2.127395
366	-2102.029	-2412.606	310.5766	1.752113	0.641126	0.358874	1.787972
372	-2106.073	-2417.12	311.0465	1.891274	0.641126	0.358874	1.33878
378	-2106.723	-2417.687	310.9643	1.763517	0.641126	0.358874	1.500914
384	-2101.948	-2412.38	310.4318	1.571523	0.709848	0.290152	2.008904
390	-2115.053	-2425.124	310.0718	1.506539	0.720426	0.279574	2.286033
396	-2122.008	-2432.057	310.0497	1.528651	0.627461	0.372539	2.286033
402	-2116.243	-2426.209	309.9655	1.406801	0.615518	0.384482	2.416856
408	-2105.118	-2415.546	310.4273	1.522127	0.705574	0.294426	2.044667
414	-2100.973	-2411.027	310.0536	1.435137	0.687251	0.312749	2.343164
420	-2112.946	-2421.732	308.7859	1.464246	0.59583	0.40417	3.102851
426	-2104.953	-2415.421	310.4675	1.632083	0.710503	0.289497	1.944509
432	-2111.956	-2422.292	310.3356	1.618249	0.589741	0.410259	2.041747
438	-2111.57	-2422.118	310.548	1.827069	0.54587	0.45413	1.755663
444	-2109.366	-2419.451	310.0843	1.573674	0.786345	0.213655	2.234896
450	-2110.459	-2420.552	310.0933	1.582128	0.774904	0.225096	2.223645
456	-2106.092	-2416.685	310.5925	1.680028	0.712727	0.287273	1.826778
462	-2094.948	-2405.863	310.9157	1.743559	0.646276	0.353724	1.551923
468	-2102.443	-2413.348	310.9054	1.729921	0.630862	0.369138	1.569504
474	-2099.215	-2409.908	310.6923	1.854065	0.800054	0.199946	1.634151
480	-2103.869	-2414.937	311.0685	1.803163	0.592508	0.407492	1.390973
486	-2097.868	-2408.907	311.0391	1.819935	0.678322	0.321678	1.400781
